0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,119,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,194,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,194,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,118,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,194,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,194,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,117,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,35,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,35,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,116,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,35,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,35,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,115,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,8,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,8,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,114,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,8,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,8,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,113,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,129,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,129,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,240,3,112,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,129,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,129,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,240,3,111,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,222,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,222,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,240,3,110,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,222,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,222,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,240,3,109,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,175,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,175,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,240,3,108,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,175,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,175,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,240,3,107,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,196,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,196,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,240,3,106,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,196,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,196,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,240,3,105,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,45,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,45,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,48,3,104,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,45,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,45,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,7,245
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,48,3,103,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,58,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,58,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,48,3,102,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,58,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,58,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,48,3,101,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,123,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,123,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,48,3,100,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,123,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,123,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,48,3,99,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,192,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,192,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,48,3,98,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,192,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,192,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,48,3,97,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,25,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,25,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,112,3,96,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,25,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,25,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,112,3,95,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,214,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,214,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,112,3,94,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,214,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,214,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,112,3,93,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,135,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,135,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,112,3,92,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,135,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,135,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,112,3,91,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,252,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,252,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,112,3,90,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,252,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,252,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,112,3,89,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,69,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,69,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,88,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,69,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,69,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,87,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,178,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,178,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,86,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,178,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,178,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,85,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,211,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,211,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,84,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,211,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,211,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,83,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,120,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,120,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,82,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,120,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,120,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,176,3,81,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,177,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,177,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,240,3,80,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,177,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,177,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,7,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,240,3,79,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,206,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,206,63,0,1,171,0,255,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
0,128,0,68,241,162,34,183,68,13,124,255,255,50,255,255,0,36,63,63,63,63,63,63,82,0,23,43,35,117,180,0,36,63,63,63,63,63,63,110,0,23,1,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,60,126,126,126,126,255,255,255,195,0,0,240,3,78,0,0,0,0,0,0,246,246,63,63,246,246,63,63,0,206,24,0,52,82,196,246,20,7,0,226,0,0,0,0,0,206,63,0,1,255,0,180,0,189,0,0,0,0,0,99,255,0,0,235,254,192,242
